path,label,predictions_raw,prediction
./Dataset/Face/Positive/01-01-03-01-01-02-15/16.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-18/7.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-02/8.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-01/5.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-13/2.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-12/11.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-03/6.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-15/2.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-18/14.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-11/17.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-07/10.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-18/13.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-04/15.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-16/15.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-12/24.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-02/22.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-02/9.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-14/22.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-19/10.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-04/6.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-16/20.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-19/14.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-14/21.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-01/8.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-01/8.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-16/16.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-11/11.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-03/14.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-01/11.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-17/1.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-14/2.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-05/14.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-02/1.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-19/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-05/15.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-15/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-12/14.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-01/15.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-19/5.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-16/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-05/8.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-15/16.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-15/10.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-03/19.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-19/20.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-16/17.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-06/15.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-15/8.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-14/7.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-14/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-15/13.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-07/16.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-01/2.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-13/2.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-04/19.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-17/21.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-16/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-15/10.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-15/3.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-12/5.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-05/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-13/20.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-05/14.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-12/10.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-19/22.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-12/21.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-11/1.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-19/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-17/5.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-16/11.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-01/9.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-01/8.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-03/8.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-07/10.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-15/20.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-06/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-19/11.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-18/9.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-18/15.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-14/15.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-18/14.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-18/16.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-18/12.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-02/2.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-11/3.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-04/3.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-14/5.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-13/16.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-19/5.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-17/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-07/7.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-03/20.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-05/10.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-16/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-12/5.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-02/12.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-02/1.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-13/17.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-11/3.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-12/5.jpg,Positive,"['Neutral', 'Neutral', 'Neutral']",Neutral
./Dataset/Face/Positive/01-01-03-01-02-02-14/9.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-06/8.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-16/16.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-17/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-07/2.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-01/19.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-11/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-03/19.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-14/3.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-02/11.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-19/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-16/20.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-17/5.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-13/6.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-16/11.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-02/5.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-18/2.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-16/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-04/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-04/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-03/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-15/10.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-15/5.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-01/13.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-05/23.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-04/7.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-07/3.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-03/9.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-07/11.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-11/7.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-13/17.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-15/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-04/23.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-11/22.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-12/8.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-03/17.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-07/5.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-04/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-15/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-03/10.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-19/19.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-02/3.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-11/1.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-13/5.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-04/7.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-04/15.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-16/17.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-02/21.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-04/21.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-01/11.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-06/3.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-06/2.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-02/15.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-16/11.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-06/9.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-06/6.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-01/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-14/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-14/5.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-07/10.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-07/15.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-01/13.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-03/11.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-02/11.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-19/10.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-18/13.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-15/16.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-01/1.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-15/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-11/21.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-18/14.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-01/21.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-04/1.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-03/1.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-07/15.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-19/2.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-07/20.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-06/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-17/13.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-11/16.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-16/1.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-01-07/12.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-12/1.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-05/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-13/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-17/2.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-03/7.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-19/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-16/19.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-01/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-05/20.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-17/6.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-02/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-16/17.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-17/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-02/13.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-16/14.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-04/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-16/12.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-18/15.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-18/9.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-07/18.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-02-04/7.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-18/13.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-01-06/16.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-16/10.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-02-01-15/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-03/21.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-12/10.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-01-01-02-13/16.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-01-02-03/4.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-02-19/19.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
./Dataset/Face/Positive/01-01-03-02-02-01-03/9.jpg,Positive,"['Positive', 'Positive', 'Positive']",Positive
